manufacturer,type,name,part_number,qty
Autocall,Addressable Control/Relay,Temporal Code 4 Module for CO Gas Alarm Notification,++,1
Autocall,Addressable Control/Relay,TrueAlert Addressable Adapter Module,A4905-9816,1
Autocall,Addressable Module,Addressable IDNet Communications Isolator,+,1
Autocall,Addressable Module,IDNet Addressable Addressable Power Isolator,A4090-9117,1
Autocall,Addressable Module,IDNet Addressable Supervised Module IAM,+,1
Autocall,Addressable Module,Relay IAM with T-Sense,A4090-9118,1
Autocall,Addressable Module,"Supervised IAM, encapsulated with wire leads",A4090-9051,1
Autocall,Air Sampling Detection,VESDA-E VEP with 3.5 in. display,++,1
Autocall,Air Sampling Detection,VESDA-E VEP with LEDs,++,1
Autocall,Air Sampling Detection,"VESDA-E VEP, one pipe with LEDs",++,1
Autocall,Air Sampling Detection,VESDA-E VES with 3.5 in. display,++,1
Autocall,Air Sampling Detection,VESDA-E VES with LEDs,++,1
Autocall,Annunciator,LED Text Messaging Appliance with Addressable Message Selection,4907-9007 TrueAlert Messaging Appliance w/4907-9002 Swivel w/A907-9006 Mounting Box,1
Autocall,Auxilliary Power Supply,25 VDC Regulator Module; 2 A maximum output; use to power Zone/Relay modules connected to initiating devices requiring nominal 25 VDC voltage,++,1
Autocall,Beam Detector,Fireray 5000 Beam Detector Controller,+,1
Autocall,Cards & Components,1 Channel (audio or mike),A100-1252,1
Autocall,Cards & Components,1 Channel (audio or mike),A100-1253,1
Autocall,Cards & Components,"12 VDC Power Option,",A100-5152,1
Autocall,Cards & Components,"16 Switch, 16 Red LED Module",A100-1285,1
Autocall,Cards & Components,"16 Switch, 16 Red LED Module",A100-1300,1
Autocall,Cards & Components,"16 Switch, 16 Red/Yellow LED Module",A100-1278,1
Autocall,Cards & Components,2 Channel (full audio),A100-1254,1
Autocall,Cards & Components,24 Point I/O Module for external connections,A100-1290,1
Autocall,Cards & Components,"24 Switch, 24 Red LED Module",A100-1287,1
Autocall,Cards & Components,3-8 Channel Audio Operator Interface,+,1
Autocall,Cards & Components,3-8 Channel Digital Audio Riser Module; with NAA input,A100-0622,1
Autocall,Cards & Components,4 Point Aux Relay Module,A010-9908,1
Autocall,Cards & Components,4100ES Master Controller with InfoAlarm Command Center,A100-9114,1
Autocall,Cards & Components,64 LED/64 Switch Controller Module with mounting plate,+,1
Autocall,Cards & Components,64 LED/64 Switch Controller Module without mounting plate,A100-1289,1
Autocall,Cards & Components,8 Minute Message Expansion Module,+,1
Autocall,Cards & Components,"8 Switch, 16 Green/Yellow LED Module",A100-1296,1
Autocall,Cards & Components,"8 Switch, 16 Red/Green LED Module",A100-1284,1
Autocall,Cards & Components,"8 Switch, 16 Red/Yellow LED Module",A100-1282,1
Autocall,Cards & Components,"8 Switch, 16 Yellow LED Module",A100-1283,1
Autocall,Cards & Components,"8 Switch, 8 Red LED Module",+,1
Autocall,Cards & Components,"8 Switch, 8 Yellow LED Module",A100-1281,1
Autocall,Cards & Components,"8 VDC Converter,",A100-0156,1
Autocall,Cards & Components,8 Zone Initiating Device Circuits Class A,A100-5015,1
Autocall,Cards & Components,8 Zone Initiating Device Circuits Class B,A100-5005,1
Autocall,Cards & Components,8 point zone/relay 4 in. x 5 in. flat module. Supports eight Class B or four Class A IDCs.,A100-5013,1
Autocall,Cards & Components,8 point zone/relay 4x5” flat module. Mounts in any open block in a master controller or expansion bay.Alarm current shown is for 8 Class B IDCs using 3.3K end-of-line-resistors with 4 in alarm and 4 in standby. Standby current shown is for all 8 IDCs in standby. Refer to 579-1236AC Zone/Relay Module InstallationInstructions for additional information.,A010-9935,1
Autocall,Cards & Components,"A100 Master Controller, Info-Alarm Display",A100-9620,1
Autocall,Cards & Components,Additional System Power Supply (SPS),++,1
Autocall,Cards & Components,Additional four point NAC module,+,1
Autocall,Cards & Components,Addressable Interface Modules IDNet 2 Module 250 point capacity,++,1
Autocall,Cards & Components,Addressable Interface ModulesIDNet 2+2 Module 250 point capacity,++,1
Autocall,Cards & Components,"Alarm/Supv/Tbl Relay, 3 Form C relays",++,1
Autocall,Cards & Components,Analog 25VRMS Back-up 100 W Amplifier,A100-1320,1
Autocall,Cards & Components,"Analog 25VRMS Primary 100 W Amplifier Includes six, Class B audio NACs",A100-1314,1
Autocall,Cards & Components,Analog 70.7VRMS Back-up 100 W Amplifier,A100-1321,1
Autocall,Cards & Components,"Analog 70.7VRMS Primary 100 W Amplifier Includes six, Class B audio NACs",A100-1315,1
Autocall,Cards & Components,Analog Controller Board only,A100-1210,1
Autocall,Cards & Components,"Analog Flex-35, 35 W Amplifier, constant supervision compatible 25 VRMS output",A100-1361,1
Autocall,Cards & Components,"Analog Flex-35, 35 W Amplifier, constant supervision compatible 70.07 VRMS output",A100-1362,1
Autocall,Cards & Components,"Analog Flex-50, 50 W Amplifier, constant supervision compatible 25 VRMS output",A100-1312,1
Autocall,Cards & Components,"Analog Primary 100 W Amplifier Includes six, Class B audio NACs",A100-1313,1
Autocall,Cards & Components,Auxiliary Audio Input Board,A100-1240,1
Autocall,Cards & Components,Auxiliary Audio Input Module; four additional (unsupervised) inputs per module,A100-1242,1
Autocall,Cards & Components,BACpac Ethernet Portal Module; requires A010-9918 RS-232 Module (no address required),A010-9915,1
Autocall,Cards & Components,"Basic Digital Audio Operation with microphone, requires dedicated expansion bay",+,1
Autocall,Cards & Components,Basic Remote Annunciator with ES Touch Screen Display,++,1
Autocall,Cards & Components,Basic Transponder Interface Module,A100-0620,1
Autocall,Cards & Components,Building Network Interface Card (BNIC),A100-6047,1
Autocall,Cards & Components,CPU Assembly,+,2
Autocall,Cards & Components,CPU Assembly,++,4
Autocall,Cards & Components,CPU Assembly,A007-9101/9102 CPU,1
Autocall,Cards & Components,CPU Assembly,A010-9422 CPU,1
Autocall,Cards & Components,CPU Assembly,A010-9425 CPU,1
Autocall,Cards & Components,CPU Assembly,A010-9426 CPU,1
Autocall,Cards & Components,CPU Assembly,A010-9602 CPU,1
Autocall,Cards & Components,CPU Assembly,A010-9604 CPU,1
Autocall,Cards & Components,CPU Assembly,A100-9121 CPU,1
Autocall,Cards & Components,CPU Assembly,A100-9131 CPU,1
Autocall,Cards & Components,CPU Assembly,A100-9314 CPU,1
Autocall,Cards & Components,CPU Assembly,A100-9331 CPU,1
Autocall,Cards & Components,CSG with IP Communicator,A007-2504,1
Autocall,Cards & Components,CSG with IP Communicator,A010-2504,1
Autocall,Cards & Components,CSG with IP Communicator,A100-2504,1
Autocall,Cards & Components,CSG with IP Communicator,A250-9800,1
Autocall,Cards & Components,CSG with IP Communicator and A007-6416 Cellular Module,A100-CSG-PNP,1
Autocall,Cards & Components,City Circuit Module with Disconnect Switch,++,1
Autocall,Cards & Components,City Circuit Module without Disconnect Switch,++,1
Autocall,Cards & Components,"City Circuit, w/o disconnect switches",A100-6032,1
Autocall,Cards & Components,"City Circuit, with disconnect switches",A100-6031,1
Autocall,Cards & Components,"Class A/B Splitter (SP4Z-A/B), audio NAC expansion module, four Class B zones or two Class A zones; requires one dedicated NAC input; rated 40 W output maximum for each zone (Class A or Class B operation); requires A003-9841 mounting bracket when mounted in booster cabinet; module dimensions = 4 1/2 in. H x 5 1/2 in. H x 1 1/2 in. D (114 mm x 140 mm x 38 mm)",+,1
Autocall,Cards & Components,"Connects a 4007ES FACP to an ES network. Supports Class B or Class X operation. Includes four built in Ethernet ports, supports up to two additional media cards. Ports A and C can be configured for earth fault detection.",++,1
Autocall,Cards & Components,Control Panel Mounted InfoAlarm Command Center,A100-9703,1
Autocall,Cards & Components,Control Panel Mounted InfoAlarm Command Center,A100-9704,1
Autocall,Cards & Components,Control Panel Mounted InfoAlarm Command Center,A100-9705,1
Autocall,Cards & Components,Conventional NAC Module,++,1
Autocall,Cards & Components,"DACT, Point or Event Reporting",+,1
Autocall,Cards & Components,"DACT, Point or Event Reporting",A100-6052,1
Autocall,Cards & Components,"Digital  70.7VRMS Primary 100 W Amplifier Includes six, Class B audio NACs",A100-1329,1
Autocall,Cards & Components,Digital 25VRMS Back-up 100 W Amplifier,A100-1334,1
Autocall,Cards & Components,"Digital 25VRMS Primary 100 W Amplifier Includes six, Class B audio NACs",A100-1328,1
Autocall,Cards & Components,Digital 70.7VRMS Back-up 100 W Amplifier,A100-1335,1
Autocall,Cards & Components,"Digital Flex-35, 35 W Amplifier, constant supervision compatible 25 VRMS output",A100-1363,1
Autocall,Cards & Components,"Digital Flex-35, 35 W Amplifier, constant supervision compatible 70.07 VRMS output",A100-1364,1
Autocall,Cards & Components,"Digital Flex-50, 50 W Amplifier, constant supervision compatible 25 VRMS output",+,1
Autocall,Cards & Components,"Digital Flex-50, 50 W Amplifier, constant supervision compatible 70.7 VRMS output",A100-1327,1
Autocall,Cards & Components,Dual Channel Analog Audio Riser Module,A100-0621,1
Autocall,Cards & Components,Dual Class A IDNAC Isolator (DCAI),A100-6103,1
Autocall,Cards & Components,Dual Class A IDNAC Isolator (DCAI); converts a single Class B IDNAC SLC input to two Class A or two Class B SLC outputs; provides short circuit isolation between each Class A or B output circuit; requires one IDNAC address; the total current remains controlled by the Class B input source SLC at 3 A maximum,++,1
Autocall,Cards & Components,Dual Class A IDNAC Isolator (DCAI); converts a single Class B IDNAC SLC input to two Class A or two Class B SLC outputs; provides short circuit isolation between each Class A or B output circuit; requires up to two IDNAC addresses; the total current remains controlled by the Class B input source SLC at 3 A maximum; select up to 2 per IDNAC SLC,A010-9930,1
Autocall,Cards & Components,Dual Class A adapter (for two NAC outputs),+,1
Autocall,Cards & Components,Dual Port RS-232,A100-6038,1
Autocall,Cards & Components,Dual Port RS-232 standard interface,A100-6046,1
Autocall,Cards & Components,"Dual RS-232 Interface Module, compatible with Simplex remote printer, PC annunciator or third party interface (two ports/connections maximum).",++,1
Autocall,Cards & Components,Dual RS-232 Module,A010-9918,1
Autocall,Cards & Components,ES Net NIC Dual Channel DSL Media Card,++,1
Autocall,Cards & Components,ES Net NIC Dual Channel Multi-mode Fiber Media Card,++,1
Autocall,Cards & Components,ES Net NIC Dual Channel Single-mode Fiber Media Card,++,1
Autocall,Cards & Components,ES Power Supply (ES-PS),+,1
Autocall,Cards & Components,ES-PS Master Controller with 2x40 Display - English,A100-9701,1
Autocall,Cards & Components,Eight (8) LED Module with Red LEDs,A100-1276,1
Autocall,Cards & Components,Eight Channel Digital Controller Board only; order expansion bay and audio expansion bay kit separately,A100-1311,1
Autocall,Cards & Components,"Eight function HOA (On, Off, Auto) Control Module",A100-1286,1
Autocall,Cards & Components,"Eight function HOA (On, Off, Auto) Control Module",A100-1301,1
Autocall,Cards & Components,"Eight function HOA (On, Off, Auto) Control Module with labeled switches",A100-1275,1
Autocall,Cards & Components,"Eight function HOA (On, Off, Auto) Control Module with labeled switches",A100-1302,1
Autocall,Cards & Components,Enhanced Power Supply (EPS); 9 A EPS,A100-5325,1
Autocall,Cards & Components,Expansion EPS with IDNet 2 Module,++,1
Autocall,Cards & Components,Expansion Power Supply (ES-XPS),+,1
Autocall,Cards & Components,Expansion Signal Module Converts 3 NACs to Class A,A100-1267,1
Autocall,Cards & Components,Expansion Signal Module Expands 3 NACs to 6,A100-1266,1
Autocall,Cards & Components,Expansion Telephone Control Module with three Class B telephone NACs,A100-1272,1
Autocall,Cards & Components,Extended System Supply with Power Supply and Basic Circuits,A010-9601 ESS,1
Autocall,Cards & Components,"Fiber Optic Receiver IDNet Repeater, output is Class A",+,1
Autocall,Cards & Components,"Fiber Optic Receiver IDNet Repeater, output is Class A (IDNet), Class X (fiber)",A009-9811,1
Autocall,Cards & Components,"Flex-50, 50 W Amplifier, constant supervision compatible 70.7 VRMS output",A100-1313,1
Autocall,Cards & Components,Four Loop IDNet Master Controller,A100-3112,1
Autocall,Cards & Components,IDNAC Addressable Notification SLC Module,++,1
Autocall,Cards & Components,"IDNet 2+2 Module, 250 point capacity; electrically isolated output with four short circuit isolating Class 125 devices 150 mA 225 mA B or Class A output loops; alarm currents for 50 and above devices includes 20 device LEDs in alarm; see page 6 for individual device currents",++,1
Autocall,Cards & Components,"IDNet Repeater, output is Class A or Class B",+,1
Autocall,Cards & Components,IDNet Short Circuit Isolating Loop Output Module,A100-3111,1
Autocall,Cards & Components,"IDNet+ Loop Expansion Module; provides an additional isolated loop with short circuit isolation to the existing IDNet+ channel, also provides an additional 75 addressable points to the IDNet+ channel capacity, maximum of two",++,1
Autocall,Cards & Components,"Left port, multi-mode 4120 duplex fiber media card",A007-6303,1
Autocall,Cards & Components,"Left port, multi-mode 4120 duplex fiber media card",A100-6303,1
Autocall,Cards & Components,"Left port, multi-mode 4120 duplex fiber media card",A100-6304,1
Autocall,Cards & Components,"Left port, single-mode 4120 duplex fiber media card",A007-6301,1
Autocall,Cards & Components,"Left port, single-mode 4120 duplex fiber media card",A100-6301,1
Autocall,Cards & Components,"Local Mode Transponder Interface Module, includes RUI connection",+,1
Autocall,Cards & Components,"Loop IDNet Master Controller, Max. Load",+,1
Autocall,Cards & Components,MCC (Multiple Command Center) Digital Audio Riser Interface,A100-1341,1
Autocall,Cards & Components,Main Board,+,2
Autocall,Cards & Components,Main Board,++,10
Autocall,Cards & Components,Main Board/Power Supply,++,5
Autocall,Cards & Components,"Master Telephone with Control Module and three Class B telephone NACs, one maximum per audio system; for use in Fire Alarm Control Panels only; includes one A100-1272 Module",A100-1270,1
Autocall,Cards & Components,Microphone Module (mike); for Fire Alarm Control Panels,A100-1243,1
Autocall,Cards & Components,Microphone Multiplex Module,++,1
Autocall,Cards & Components,Modular Network Interface Card; Class B or Class X,A007-9810,1
Autocall,Cards & Components,Modular network interface card; Class B or Class X,A100-6078,1
Autocall,Cards & Components,Network Audio Riser Controller Module for control of either an analog or digital riser module,A100-0623,1
Autocall,Cards & Components,Panel Mount Thermal Printhead Printer,A100-1293,1
Autocall,Cards & Components,"Panel Mounted 48 LED Status Annunciator Module; provides 24 Yellow LEDs, 20 Red LEDs, and 4 Red/Green LEDs that are programmable for up to 24 IDC zones of alarm and trouble annunciation, or as required for custom annunciation requirements",++,1
Autocall,Cards & Components,"Physical Bridge, Class B",A100-6101,1
Autocall,Cards & Components,"Physical Bridge, Class X",A100-6102,1
Autocall,Cards & Components,REMOTE ANNUNCIATOR,A100-9610,1
Autocall,Cards & Components,REMOTE COMMAND CENTER,A100-1292,1
Autocall,Cards & Components,Relay Module 4 DPDT w/feedback 10A,A100-3202,1
Autocall,Cards & Components,Relay Module 4 DPDT with feedback 2A,A100-3204,1
Autocall,Cards & Components,Relay Module 8 SPDT relays - 3 Amps,A100-3206,1
Autocall,Cards & Components,"Relay Module; relays for Alarm, Supervisory, and Trouble; rated 2 A resistive @ 32 VDC",++,1
Autocall,Cards & Components,Remote Annunciator with ES Touch Screen Display,++,1
Autocall,Cards & Components,"Remote ES Touch Screen Display, platinum",++,1
Autocall,Cards & Components,"Remote ES Touch Screen Display, red",++,1
Autocall,Cards & Components,Remote Master Telephone,A100-1271,1
Autocall,Cards & Components,Remote Microphone Module; for Remote Annunciator Panels,A100-1244,1
Autocall,Cards & Components,Remote Power Supply (RPS); 9 A,A100-5125,2
Autocall,Cards & Components,"Remote Unit Interface Module (RUI, un-isolated)",A100-1291,1
Autocall,Cards & Components,"Right port, multi-mode 4120 duplex fiber media card",A007-6304,1
Autocall,Cards & Components,"Right port, single-mode 4120 duplex fiber media card",A007-6302,1
Autocall,Cards & Components,"Right port, single-mode 4120 duplex fiber media card",A100-6302,1
Autocall,Cards & Components,SDACT Module for Point or Event Reporting,++,1
Autocall,Cards & Components,Serial DACT; Note: Must mount in Block D under Main System Supply II,A010-9912,1
Autocall,Cards & Components,Sixteen (16) LED Module; Red LED on top and Yellow LED on bottom at each position,A100-1277,1
Autocall,Cards & Components,Telephone NAC Class A Adapter Module,A100-1273,1
Autocall,Cards & Components,"Voltage Regulator Module, 22.8 to 26.4 VDC (25 VDC nominal); isolated and resettable output; includes earth detection circuit and trouble relay for status monitoring. One 4010-6305 harness (see below) is required for each A010-9935 module powered from the A010-9916.",A010-9916,1
Autocall,Cards & Components,Wired media card,A007-9813,1
Autocall,Cards & Components,Wired network media card,A100-6056,1
Autocall,Duct Smoke Detector,"Duct Sensor Housing with beige mounting box, (requires 4098-9714 sensor)",+,1
Autocall,Duct Smoke Detector,"Duct Sensor Housing with beige mounting box, (requires 4098-9714 sensor) w/o relay",+,1
Autocall,Duct Smoke Detector,"Duct Sensor Housing with supervised multiple relay output, requires separate 24 VDC fire alarm power and A4081-9008 end-of-line resistor harness; includes one 4098-9843 relay",+,1
Autocall,Duct Smoke Detector,"In-Duct Sensor Housing with beige mounting box, (requires 4098-9714 sensor) w relay",+,1
Autocall,Enclosure,"110 Ah Sealed Lead-Acid Batteries and Compatible Battery Cabinet (without charger), Red",+,1
Autocall,Enclosure,"110 Ah Sealed Lead-Acid Batteries and Compatible Battery Cabinet, 120VAC (with charger), Red",A4081-9306,1
Autocall,Enclosure,"External battery cabinet for up to 18 Ah batteries, beige",A009-9801,1
Autocall,End-of-Line Device,"Encapsulated, multi-voltage coil, color coded 18 AWG (0.82 mm² ) wire leads, with coil status LED",+,1
Autocall,Fire Alarm Control Unit,"4007ES Hybrid Platinum, Electrically isolated IDNet 2 addressable initiating device SLC 100 points, Four notification appliance circuits (NACs) selectable as Class A or Class
B with 6 A total available current, Eight point zone/relay module.",A007-9102,1
Autocall,Fire Alarm Control Unit,"4007ES Hybrid Red, Electrically isolated IDNet 2 addressable initiating device SLC 100 points, Four notification appliance circuits (NACs) selectable as Class A or Class
B with 6 A total available current, Eight point zone/relay module.",A007-9101,1
Autocall,Fire Alarm Control Unit,"4007ES Platinum with a 3 A, Class B, IDNAC SLC for up to 127 addressable notification appliances, and 4 A output power supply/battery charger; includes IDNet+ communications for 100 addressable points",++,1
Autocall,Fire Alarm Control Unit,"4007ES Red with a 3 A, Class B, IDNAC SLC for up to 127 addressable notification appliances, and 4 A output power supply/battery charger; includes IDNet+ communications for 100 addressable points",++,1
Autocall,Fire Alarm Control Unit,4100ES Master Controller Assembly - #3,+,1
Autocall,Fire Alarm Control Unit,"4100ES Master Controller Assembly with LCD and operator
interface, 9 A system power supply/battery charger (SPS), three
NACs, auxiliary relay, and external RUI+ (isolated or un-isolated)
communications interface",++,1
Autocall,Fire Alarm Control Unit,"4100ES Master Controller Assembly, A100-2152 - #2",+,1
Autocall,Fire Alarm Control Unit,"4100ES Master Controller Assembly, no display, no operator interface, 9 A system power supply/battery charger (SPS), 250 point IDNet interface, 3 NACs, auxiliary relay, and external RUI communications interface",A100-9131,1
Autocall,Fire Alarm Control Unit,"4100ES Platinum 1 Bay Box with Glass Door and Dress Panel - Add Master Controller, Power Supply and other components as required using Assembly Editor",++,1
